Notes	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Gender	Gender Code	Census Region	Census Region Code	Deaths	Population	Crude Rate
	#Whooping cough (A37)	GR113-007	< 1 year	1	Male	M	Census Region 4: West	CENS-R4	14	Not Applicable	Not Applicable
	#Meningococcal infection (A39)	GR113-009	< 1 year	1	Male	M	Census Region 3: South	CENS-R3	10	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Female	F	Census Region 1: Northeast	CENS-R1	72	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Female	F	Census Region 2: Midwest	CENS-R2	95	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Female	F	Census Region 3: South	CENS-R3	214	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Female	F	Census Region 4: West	CENS-R4	76	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Male	M	Census Region 1: Northeast	CENS-R1	86	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Male	M	Census Region 2: Midwest	CENS-R2	107	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Male	M	Census Region 3: South	CENS-R3	278	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	< 1 year	1	Male	M	Census Region 4: West	CENS-R4	86	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Female	F	Census Region 1: Northeast	CENS-R1	16	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Female	F	Census Region 2: Midwest	CENS-R2	41	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Female	F	Census Region 3: South	CENS-R3	66	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Female	F	Census Region 4: West	CENS-R4	28	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Male	M	Census Region 1: Northeast	CENS-R1	21	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Male	M	Census Region 2: Midwest	CENS-R2	25	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Male	M	Census Region 3: South	CENS-R3	61	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	1-4 years	4-Jan	Male	M	Census Region 4: West	CENS-R4	14	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	5-14 years	14-May	Female	F	Census Region 2: Midwest	CENS-R2	36	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	5-14 years	14-May	Female	F	Census Region 3: South	CENS-R3	68	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	5-14 years	14-May	Female	F	Census Region 4: West	CENS-R4	19	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	5-14 years	14-May	Male	M	Census Region 1: Northeast	CENS-R1	31	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	5-14 years	14-May	Male	M	Census Region 2: Midwest	CENS-R2	29	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	5-14 years	14-May	Male	M	Census Region 3: South	CENS-R3	73	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	5-14 years	14-May	Male	M	Census Region 4: West	CENS-R4	28	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	43	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	58	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	181	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Female	F	Census Region 4: West	CENS-R4	38	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Male	M	Census Region 1: Northeast	CENS-R1	47	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	69	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	157	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	47	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	125	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	184	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	506	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	107	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	154	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	178	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	461	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	127	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	330	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	385	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	1183	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	201	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	379	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	416	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	1191	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	222	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	950	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	1308	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	3099	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	666	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	1180	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	1357	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	3532	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	756	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	2236	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	2751	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	6698	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	1319	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	2780	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	3154	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	7242	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	1649	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	3867	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	4143	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	9294	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	1890	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	4209	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	4171	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	9739	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	2121	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	5855	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	5566	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	12031	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	2405	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	5610	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	5001	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	10658	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	2326	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	7208	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	5979	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	11023	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	2389	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	4836	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	3937	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	6893	Not Applicable	Not Applicable
	#Septicemia (A40-A41)	GR113-010	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	1903	Not Applicable	Not Applicable
	#Syphilis (A50-A53)	GR113-011	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	10	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	15	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	16	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	45	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	16	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	15	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	20	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	51	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	35	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	63	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	56	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	161	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	115	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	141	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	81	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	258	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	183	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	292	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	231	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	754	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	517	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	702	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	571	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	1642	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	1143	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	569	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	413	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	1082	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	987	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	1316	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	1010	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	2496	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	2132	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	282	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	165	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	403	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	425	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	458	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	281	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	643	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	709	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	143	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	111	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	201	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	165	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	136	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	79	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	166	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	185	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	51	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	38	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	50	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	61	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	38	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	23	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	33	Not Applicable	Not Applicable
	#Viral hepatitis (B15-B19)	GR113-015	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	49	Not Applicable	Not Applicable
	#Human immunodeficiency virus (HIV) disease (B20-B24)	GR113-016	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	37	Not Applicable	Not Applicable
	#Human immunodeficiency virus (HIV) disease (B20-B24)	GR113-016	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	14	Not Applicable	Not Applicable
