Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,55-64 years,55-64,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,55-64 years,55-64,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,65-74 years,65-74,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,65-74 years,65-74,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,75-84 years,75-84,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,75-84 years,75-84,Male,M,52,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,85+ years,85+,Female,F,100,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,85+ years,85+,Male,M,55,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,75-84 years,75-84,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Other forms of systemic sclerosis,M34.8,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Other forms of systemic sclerosis,M34.8,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Chronic nephritic syndrome, unspecified",N03.9,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Chronic nephritic syndrome, unspecified",N03.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Chronic nephritic syndrome, unspecified",N03.9,85+ years,85+,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Chronic nephritic syndrome, unspecified",N03.9,85+ years,85+,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,55-64 years,55-64,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,65-74 years,65-74,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,65-74 years,65-74,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,75-84 years,75-84,Female,F,84,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,75-84 years,75-84,Male,M,79,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,85+ years,85+,Female,F,121,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,85+ years,85+,Male,M,89,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,55-64 years,55-64,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,55-64 years,55-64,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,65-74 years,65-74,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,65-74 years,65-74,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,75-84 years,75-84,Female,F,57,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,75-84 years,75-84,Male,M,53,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,85+ years,85+,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,85+ years,85+,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,75-84 years,75-84,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,75-84 years,75-84,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,85+ years,85+,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,45-54 years,45-54,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,55-64 years,55-64,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,55-64 years,55-64,Male,M,38,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,65-74 years,65-74,Female,F,49,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,65-74 years,65-74,Male,M,53,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,75-84 years,75-84,Female,F,103,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,75-84 years,75-84,Male,M,124,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,85+ years,85+,Female,F,120,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,85+ years,85+,Male,M,92,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,65-74 years,65-74,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Female,F,90,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Male,M,57,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Female,F,155,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Male,M,78,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,< 1 year,1,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,< 1 year,1,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by multiple pregnancy,P01.5,< 1 year,1,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by multiple pregnancy,P01.5,< 1 year,1,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Extreme immaturity,P07.2,< 1 year,1,Female,F,49,Not Applicable,Not Applicable
,White,2106-3,Extreme immaturity,P07.2,< 1 year,1,Male,M,61,Not Applicable,Not Applicable
,White,2106-3,Other preterm infants,P07.3,< 1 year,1,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Other preterm infants,P07.3,< 1 year,1,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Respiratory distress syndrome of newborn,P22.0,< 1 year,1,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Bacterial sepsis of newborn, unspecified",P36.9,< 1 year,1,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Necrotizing enterocolitis of newborn,P77,< 1 year,1,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Congenital malformation of heart, unspecified",Q24.9,< 1 year,1,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Congenital malformation of heart, unspecified",Q24.9,< 1 year,1,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Respiratory arrest,R09.2,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Respiratory arrest,R09.2,85+ years,85+,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Other lack of expected normal physiological development,R62.8,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Other specified general symptoms and signs,R68.8,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Other specified general symptoms and signs,R68.8,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Other specified general symptoms and signs,R68.8,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Other specified general symptoms and signs,R68.8,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Other specified general symptoms and signs,R68.8,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Sudden infant death syndrome - SIDS,R95,< 1 year,1,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Sudden infant death syndrome - SIDS,R95,< 1 year,1,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,55-64 years,55-64,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,65-74 years,65-74,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Person injured in collision between other specified motor vehicles (traffic),V87.7,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Person injured in collision between other specified motor vehicles (traffic),V87.7,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Person injured in collision between other specified motor vehicles (traffic),V87.7,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,75-84 years,75-84,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Fall involving bed,W06,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Fall on and from stairs and steps,W10,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Fall on and from stairs and steps,W10,75-84 years,75-84,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,Fall on and from stairs and steps,W10,85+ years,85+,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Fall on and from stairs and steps,W10,85+ years,85+,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,Other fall on same level,W18,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Other fall on same level,W18,65-74 years,65-74,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Other fall on same level,W18,75-84 years,75-84,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,Other fall on same level,W18,75-84 years,75-84,Male,M,57,Not Applicable,Not Applicable
,White,2106-3,Other fall on same level,W18,85+ years,85+,Female,F,70,Not Applicable,Not Applicable
,White,2106-3,Other fall on same level,W18,85+ years,85+,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,55-64 years,55-64,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,65-74 years,65-74,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,65-74 years,65-74,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,75-84 years,75-84,Female,F,72,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,75-84 years,75-84,Male,M,70,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,85+ years,85+,Female,F,107,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,85+ years,85+,Male,M,73,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,75-84 years,75-84,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,85+ years,85+,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,85+ years,85+,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15-24 years,15-24,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25-34 years,25-34,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25-34 years,25-34,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35-44 years,35-44,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,45-54 years,45-54,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15-24 years,15-24,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25-34 years,25-34,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35-44 years,35-44,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35-44 years,35-44,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45-54 years,45-54,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45-54 years,45-54,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,85+ years,85+,Female,F,56,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,85+ years,85+,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,25-34 years,25-34,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,15-24 years,15-24,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,25-34 years,25-34,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,45-54 years,45-54,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,Male,M,11,Not Applicable,Not Applicable
---,,,,,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2018",,,,,,,,,,,
Query Parameters:,,,,,,,,,,,
Title: 2008 Cause of death Northwest,,,,,,,,,,,
Autopsy: Unknown,,,,,,,,,,,
Census Regions: Census Region 1: Northeast (CENS-R1),,,,,,,,,,,
Place of Death: Medical Facility - Inpatient; Medical Facility - Outpatient or ER,,,,,,,,,,,
Year/Month: 2008,,,,,,,,,,,
Group By: Race; Cause of death; Ten-Year Age Groups; Gender,,,,,,,,,,,
Show Totals: Disabled,,,,,,,,,,,
Show Zero Values: Disabled,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,,,
---,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,,,,,
---,,,,,,,,,,,
"Query Date: May 1, 2020 5:04:11 PM",,,,,,,,,,,
---,,,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on May 1, 2020 5:04:11 PM",,,,,,,,,,,
---,,,,,,,,,,,
Messages:,,,,,,,,,,,
"1. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,,,,,
not be available.,,,,,,,,,,,
---,,,,,,,,,,,
Caveats:,,,,,,,,,,,
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,",,,,,,,,,,,
due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd.html#NotApplicableRates.,,,,,,,,,,,
2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,,,,,
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,",,,,,,,,,,,
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated.,,,,,,,,,,,
4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the,,,,,,,,,,,
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis",,,,,,,,,,,
of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin,,,,,,,,,,,
"are inconsistent between these two data sources, death rates will be biased. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences.,,,,,,,,,,,
"5. The Place of Death category 'Medical Facility - Status unknown' is only available from 1999 - 2002, and 'Hospice facility' is",,,,,,,,,,,
only available for 2003 and later.,,,,,,,,,,,
"6. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99",,,,,,,,,,,
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences",,,,,,,,,,,
in information available to individual states and probable errors. Caution should be used in interpreting these data. More,,,,,,,,,,,
information can be found at: https://www.cdc.gov/nchs/maternal-mortality/.,,,,,,,,,,,
7. Changes to cause of death classification affect reporting trends. More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,,,,,,
