Notes,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,"#Scarlet fever and erysipelas (A38,A46)",GR113-008,65-74 years,65-74,Female,F,2012,2012,2,Not Applicable,Not Applicable
,"#Scarlet fever and erysipelas (A38,A46)",GR113-008,65-74 years,65-74,Male,M,2016,2016,1,Not Applicable,Not Applicable
,"#Scarlet fever and erysipelas (A38,A46)",GR113-008,85+ years,85+,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Female,F,2008,2008,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Female,F,2010,2010,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Female,F,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Female,F,2018,2018,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Male,M,2008,2008,4,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Male,M,2010,2010,5,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Male,M,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Male,M,2016,2016,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,< 1 year,1,Male,M,2018,2018,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,1-4 years,4-Jan,Female,F,2008,2008,4,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,1-4 years,4-Jan,Female,F,2010,2010,5,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,1-4 years,4-Jan,Male,M,2008,2008,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,1-4 years,4-Jan,Male,M,2010,2010,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,1-4 years,4-Jan,Male,M,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,1-4 years,4-Jan,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,1-4 years,4-Jan,Male,M,2016,2016,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,5-14 years,14-May,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,5-14 years,14-May,Female,F,2010,2010,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,5-14 years,14-May,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,5-14 years,14-May,Male,M,2008,2008,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,5-14 years,14-May,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,5-14 years,14-May,Male,M,2014,2014,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Female,F,2008,2008,5,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Female,F,2010,2010,5,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Female,F,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Female,F,2014,2014,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Male,M,2008,2008,7,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Male,M,2010,2010,7,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Male,M,2012,2012,4,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Male,M,2014,2014,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,15-24 years,15-24,Male,M,2016,2016,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Female,F,2008,2008,6,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Female,F,2010,2010,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Female,F,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Male,M,2008,2008,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Male,M,2010,2010,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Male,M,2012,2012,6,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,25-34 years,25-34,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Female,F,2008,2008,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Female,F,2010,2010,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Female,F,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Female,F,2014,2014,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Male,M,2008,2008,4,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Male,M,2010,2010,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Male,M,2012,2012,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,35-44 years,35-44,Male,M,2018,2018,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Female,F,2008,2008,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Female,F,2010,2010,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Female,F,2012,2012,5,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Male,M,2010,2010,5,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Male,M,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Male,M,2014,2014,4,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,45-54 years,45-54,Male,M,2018,2018,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Female,F,2008,2008,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Female,F,2010,2010,4,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Female,F,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Female,F,2014,2014,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Male,M,2008,2008,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Male,M,2012,2012,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,55-64 years,55-64,Male,M,2018,2018,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Female,F,2008,2008,5,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Female,F,2012,2012,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Male,M,2008,2008,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Male,M,2012,2012,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,65-74 years,65-74,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Female,F,2008,2008,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Female,F,2010,2010,4,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Female,F,2012,2012,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Female,F,2016,2016,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Male,M,2012,2012,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,75-84 years,75-84,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Female,F,2008,2008,3,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Female,F,2010,2010,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Female,F,2012,2012,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Male,M,2008,2008,2,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Meningococcal infection (A39),GR113-009,85+ years,85+,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Female,F,2008,2008,118,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Female,F,2010,2010,89,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Female,F,2012,2012,66,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Female,F,2014,2014,64,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Female,F,2016,2016,66,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Female,F,2018,2018,54,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Male,M,2008,2008,131,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Male,M,2010,2010,105,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Male,M,2012,2012,85,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Male,M,2014,2014,68,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Male,M,2016,2016,93,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,< 1 year,1,Male,M,2018,2018,75,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Female,F,2008,2008,34,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Female,F,2010,2010,22,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Female,F,2012,2012,29,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Female,F,2014,2014,18,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Female,F,2016,2016,23,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Female,F,2018,2018,25,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Male,M,2008,2008,26,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Male,M,2010,2010,21,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Male,M,2012,2012,16,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Male,M,2014,2014,16,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Male,M,2016,2016,26,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,1-4 years,4-Jan,Male,M,2018,2018,16,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Female,F,2008,2008,26,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Female,F,2010,2010,23,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Female,F,2012,2012,12,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Female,F,2014,2014,21,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Female,F,2016,2016,29,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Female,F,2018,2018,20,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Male,M,2008,2008,23,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Male,M,2010,2010,33,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Male,M,2012,2012,21,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Male,M,2014,2014,24,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Male,M,2016,2016,30,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,5-14 years,14-May,Male,M,2018,2018,30,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Female,F,2008,2008,63,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Female,F,2010,2010,56,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Female,F,2012,2012,53,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Female,F,2014,2014,51,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Female,F,2016,2016,53,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Female,F,2018,2018,44,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Male,M,2008,2008,49,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Male,M,2010,2010,63,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Male,M,2012,2012,47,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Male,M,2014,2014,56,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Male,M,2016,2016,63,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,15-24 years,15-24,Male,M,2018,2018,42,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Female,F,2008,2008,145,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Female,F,2010,2010,143,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Female,F,2012,2012,128,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Female,F,2014,2014,156,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Female,F,2016,2016,179,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Female,F,2018,2018,171,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Male,M,2008,2008,152,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Male,M,2010,2010,117,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Male,M,2012,2012,153,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Male,M,2014,2014,150,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Male,M,2016,2016,181,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,25-34 years,25-34,Male,M,2018,2018,167,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Female,F,2008,2008,357,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Female,F,2010,2010,325,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Female,F,2012,2012,324,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Female,F,2014,2014,365,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Female,F,2016,2016,369,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Female,F,2018,2018,359,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Male,M,2008,2008,387,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Male,M,2010,2010,345,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Male,M,2012,2012,342,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Male,M,2014,2014,373,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Male,M,2016,2016,403,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,35-44 years,35-44,Male,M,2018,2018,358,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Female,F,2008,2008,1033,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Female,F,2010,2010,975,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Female,F,2012,2012,962,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Female,F,2014,2014,1041,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Female,F,2016,2016,1024,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Female,F,2018,2018,988,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Male,M,2008,2008,1135,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Male,M,2010,2010,1124,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Male,M,2012,2012,1106,Not Applicable,Not Applicable
,#Septicemia (A40-A41),GR113-010,45-54 years,45-54,Male,M,2014,2014,1189,Not Applicable,Not Applicable
